gene,patient,treatment,cpm,log10cpm
MTHFD1L,P6,Mid,10.846,1.074
MTHFD1L,P7,Pre,5.428,0.808
MTHFD1L,P7,Mid,5.602,0.82
MTHFD1L,P8,Pre,10.208,1.05
MTHFD1L,P8,Mid,8.936,0.997
MTHFD1L,P9,Pre,3.452,0.649
MTHFD1L,P9,Mid,7.672,0.938
MUCL1,P1,Pre,0.391,0.143
MUCL1,P1,Mid,0,0
MUCL1,P2,Pre,1.411,0.382
MUCL1,P2,Mid,0,0
MUCL1,P3,Pre,0,0
MUCL1,P3,Mid,0,0
MUCL1,P4,Pre,0,0
MUCL1,P4,Mid,0,0
MUCL1,P5,Pre,0,0
MUCL1,P5,Mid,0,0
MUCL1,P6,Pre,0,0
MUCL1,P6,Mid,0,0
MUCL1,P7,Pre,0.081,0.034
MUCL1,P7,Mid,0,0
MUCL1,P8,Pre,0,0
MUCL1,P8,Mid,0.175,0.07
MUCL1,P9,Pre,0.384,0.141
MUCL1,P9,Mid,0,0
MXD4,P1,Pre,125.907,2.103
MXD4,P1,Mid,53.332,1.735
MXD4,P2,Pre,108.967,2.041
MXD4,P2,Mid,126.872,2.107
MXD4,P3,Pre,162.562,2.214
MXD4,P3,Mid,61.149,1.793
MXD4,P4,Pre,115.293,2.066
MXD4,P4,Mid,59.027,1.778
MXD4,P5,Pre,112.493,2.055
MXD4,P5,Mid,85.068,1.935
MXD4,P6,Pre,120.902,2.086
MXD4,P6,Mid,54.232,1.742
MXD4,P7,Pre,123.145,2.094
MXD4,P7,Mid,96.4,1.989
MXD4,P8,Pre,118.269,2.077
MXD4,P8,Mid,89.885,1.958
MXD4,P9,Pre,145.755,2.167
MXD4,P9,Mid,129.47,2.116
MYC,P1,Pre,9.775,1.032
MYC,P1,Mid,6.667,0.885
MYC,P2,Pre,24.842,1.412
MYC,P2,Mid,13.409,1.159
MYC,P3,Pre,15.209,1.21
MYC,P3,Mid,12.508,1.131
MYC,P4,Pre,21.492,1.352
MYC,P4,Mid,14.31,1.185
MYC,P5,Pre,12.407,1.127
MYC,P5,Mid,4.003,0.699
MYC,P6,Pre,6.617,0.882
MYC,P6,Mid,20.417,1.331
MYC,P7,Pre,12.396,1.127
MYC,P7,Mid,12.604,1.134
MYC,P8,Pre,9.959,1.04
MYC,P8,Mid,26.808,1.444
MYC,P9,Pre,11.123,1.084
MYC,P9,Mid,5.115,0.786
MYH9,P1,Pre,571.273,2.758
MYH9,P1,Mid,159.996,2.207
MYH9,P2,Pre,364.446,2.563
MYH9,P2,Mid,246.523,2.394
MYH9,P3,Pre,222.152,2.349
MYH9,P3,Mid,251.545,2.402
MYH9,P4,Pre,195.433,2.293
MYH9,P4,Mid,128.787,2.113
MYH9,P5,Pre,184.041,2.267
MYH9,P5,Mid,153.122,2.188
MYH9,P6,Pre,186.766,2.274
MYH9,P6,Mid,142.28,2.156
MYH9,P7,Pre,181.964,2.262
MYH9,P7,Mid,139.581,2.148
MYH9,P8,Pre,252.971,2.405
MYH9,P8,Mid,241.095,2.384
MYH9,P9,Pre,277.318,2.445
MYH9,P9,Mid,374.983,2.575
MYL6B,P1,Pre,19.942,1.321
MYL6B,P1,Mid,2.222,0.508
MYL6B,P2,Pre,39.239,1.605
MYL6B,P2,Mid,9.283,1.012
MYL6B,P3,Pre,53.107,1.733
MYL6B,P3,Mid,4.169,0.713
MYL6B,P4,Pre,32.785,1.529
MYL6B,P4,Mid,6.26,0.861
MYL6B,P5,Pre,23.574,1.39
MYL6B,P5,Mid,19.015,1.301
MYL6B,P6,Pre,24.06,1.399
MYL6B,P6,Mid,11.484,1.096
MYL6B,P7,Pre,30.948,1.504
MYL6B,P7,Mid,12.838,1.141
MYL6B,P8,Pre,49.797,1.706
MYL6B,P8,Mid,35.919,1.567
MYL6B,P9,Pre,42.576,1.639
MYL6B,P9,Mid,30.05,1.492
MYL9,P1,Pre,0.391,0.143
MYL9,P1,Mid,0,0
MYL9,P2,Pre,0,0
MYL9,P2,Mid,0,0
MYL9,P3,Pre,1.496,0.397
MYL9,P3,Mid,2.78,0.577
MYL9,P4,Pre,1.457,0.39
MYL9,P4,Mid,2.683,0.566
MYL9,P5,Pre,0.414,0.15
MYL9,P5,Mid,0,0
MYL9,P6,Pre,1.504,0.399
MYL9,P6,Mid,0,0
MYL9,P7,Pre,1.296,0.361
MYL9,P7,Mid,0.934,0.286
MYL9,P8,Pre,0.249,0.097
MYL9,P8,Mid,1.752,0.44
MYL9,P9,Pre,0.767,0.247
MYL9,P9,Mid,0,0
MZT2A,P1,Pre,197.462,2.298
MZT2A,P1,Mid,186.662,2.273
MZT2A,P2,Pre,188.575,2.278
MZT2A,P2,Mid,139.25,2.147
MZT2A,P3,Pre,271.768,2.436
MZT2A,P3,Mid,291.848,2.467
MZT2A,P4,Pre,311.818,2.495
MZT2A,P4,Mid,230.744,2.365
MZT2A,P5,Pre,327.965,2.517
MZT2A,P5,Mid,218.175,2.341
MZT2A,P6,Pre,224.059,2.352
MZT2A,P6,Mid,220.757,2.346
MZT2A,P7,Pre,168.596,2.229
MZT2A,P7,Mid,150.318,2.18
MZT2A,P8,Pre,349.08,2.544
MZT2A,P8,Mid,291.732,2.466
MZT2A,P9,Pre,205.975,2.316
MZT2A,P9,Mid,138.421,2.144
NAB1,P1,Pre,19.16,1.304
NAB1,P1,Mid,11.111,1.083
NAB1,P2,Pre,23.148,1.383
NAB1,P2,Mid,10.315,1.054
NAB1,P3,Pre,36.651,1.576
NAB1,P3,Mid,9.728,1.031
NAB1,P4,Pre,15.482,1.217
NAB1,P4,Mid,8.944,0.998
NAB1,P5,Pre,23.574,1.39
NAB1,P5,Mid,21.017,1.343
NAB1,P6,Pre,17.444,1.266
NAB1,P6,Mid,4.466,0.738
NAB1,P7,Pre,15.798,1.225
NAB1,P7,Mid,12.604,1.134
NAB1,P8,Pre,29.38,1.483
NAB1,P8,Mid,24.53,1.407
NAB1,P9,Pre,24.165,1.401
NAB1,P9,Mid,46.993,1.681
NACA2,P1,Pre,0.391,0.143
NACA2,P1,Mid,0,0
NACA2,P2,Pre,3.105,0.613
NACA2,P2,Mid,1.031,0.308
NACA2,P3,Pre,0.748,0.243
NACA2,P3,Mid,0,0
NACA2,P4,Pre,3.278,0.631
NACA2,P4,Mid,0.894,0.277
NACA2,P5,Pre,14.475,1.19
NACA2,P5,Mid,3.002,0.602
NACA2,P6,Pre,0.301,0.114
NACA2,P6,Mid,0.638,0.214
NACA2,P7,Pre,1.215,0.345
NACA2,P7,Mid,0,0
NACA2,P8,Pre,4.98,0.777
NACA2,P8,Mid,6.483,0.874
NACA2,P9,Pre,4.603,0.748
NACA2,P9,Mid,3.197,0.623
NBEAL1,P1,Pre,67.646,1.837
NBEAL1,P1,Mid,71.109,1.858
NBEAL1,P2,Pre,106.426,2.031
NBEAL1,P2,Mid,84.581,1.932
NBEAL1,P3,Pre,84.024,1.93
NBEAL1,P3,Mid,104.231,2.022
NBEAL1,P4,Pre,91.433,1.966
NBEAL1,P4,Mid,57.239,1.765
NBEAL1,P5,Pre,279.991,2.449
NBEAL1,P5,Mid,31.025,1.505
NBEAL1,P6,Pre,110.375,2.047
NBEAL1,P6,Mid,66.355,1.828
NBEAL1,P7,Pre,48.934,1.698
NBEAL1,P7,Mid,72.592,1.867
NBEAL1,P8,Pre,214.627,2.334
NBEAL1,P8,Mid,225.676,2.355
NBEAL1,P9,Pre,151.125,2.182
NBEAL1,P9,Mid,140.339,2.15
NCAPH,P1,Pre,46.922,1.681
NCAPH,P1,Mid,6.667,0.885
NCAPH,P2,Pre,47.991,1.69
NCAPH,P2,Mid,27.85,1.46
NCAPH,P3,Pre,55.6,1.753
NCAPH,P3,Mid,22.236,1.366
NCAPH,P4,Pre,30.235,1.495
NCAPH,P4,Mid,5.366,0.804
NCAPH,P5,Pre,24.815,1.412
NCAPH,P5,Mid,24.019,1.398
NCAPH,P6,Pre,60.15,1.786
NCAPH,P6,Mid,18.503,1.29
NCAPH,P7,Pre,38.888,1.601
NCAPH,P7,Mid,20.074,1.324
NCAPH,P8,Pre,42.328,1.637
NCAPH,P8,Mid,33.466,1.537
NCAPH,P9,Pre,31.069,1.506
NCAPH,P9,Mid,56.263,1.758
NCCRP1,P1,Pre,0,0
NCCRP1,P1,Mid,0,0
NCCRP1,P2,Pre,0.847,0.266
NCCRP1,P2,Mid,0,0
NCCRP1,P3,Pre,0.499,0.176
NCCRP1,P3,Mid,0,0
NCCRP1,P4,Pre,0,0
NCCRP1,P4,Mid,0,0
NCCRP1,P5,Pre,0,0
NCCRP1,P5,Mid,0,0
NCCRP1,P6,Pre,0,0
NCCRP1,P6,Mid,0,0
NCCRP1,P7,Pre,0.567,0.195
NCCRP1,P7,Mid,0,0
NCCRP1,P8,Pre,0,0
NCCRP1,P8,Mid,0,0
NCCRP1,P9,Pre,0,0
NCCRP1,P9,Mid,0,0
NDFIP2,P1,Pre,28.544,1.47
NDFIP2,P1,Mid,2.222,0.508
NDFIP2,P2,Pre,3.67,0.669
NDFIP2,P2,Mid,3.094,0.612
NDFIP2,P3,Pre,11.718,1.104
NDFIP2,P3,Mid,2.78,0.577
NDFIP2,P4,Pre,6.921,0.899
NDFIP2,P4,Mid,3.577,0.661
NDFIP2,P5,Pre,16.129,1.234
NDFIP2,P5,Mid,0,0
NDFIP2,P6,Pre,4.812,0.764
NDFIP2,P6,Mid,1.914,0.465
NDFIP2,P7,Pre,7.21,0.914
NDFIP2,P7,Mid,7.469,0.928
NDFIP2,P8,Pre,9.213,1.009
NDFIP2,P8,Mid,7.359,0.922
NDFIP2,P9,Pre,9.973,1.04
NDFIP2,P9,Mid,7.353,0.922
NEAT1,P1,Pre,2915.406,3.465
NEAT1,P1,Mid,1102.195,3.043
NEAT1,P2,Pre,3922.804,3.594
NEAT1,P2,Mid,1393.528,3.144
NEAT1,P3,Pre,2222.514,3.347
NEAT1,P3,Mid,2879.566,3.459
NEAT1,P4,Pre,2517.493,3.401
NEAT1,P4,Mid,1374.624,3.138
NEAT1,P5,Pre,1368.935,3.137
NEAT1,P5,Mid,1009.808,3.005
NEAT1,P6,Pre,2176.833,3.338
NEAT1,P6,Mid,876.01,2.943
NEAT1,P7,Pre,1171.988,3.069
NEAT1,P7,Mid,1529.792,3.185
NEAT1,P8,Pre,2121.619,3.327
NEAT1,P8,Mid,2186.852,3.34
NEAT1,P9,Pre,2726.005,3.436
NEAT1,P9,Mid,2442.982,3.388
NF1,P1,Pre,31.672,1.514
NF1,P1,Mid,17.777,1.274
NF1,P2,Pre,30.206,1.494
NF1,P2,Mid,27.85,1.46
NF1,P3,Pre,35.903,1.567
NF1,P3,Mid,31.964,1.518
NF1,P4,Pre,24.771,1.411
NF1,P4,Mid,18.781,1.296
NF1,P5,Pre,32.672,1.527
NF1,P5,Mid,19.015,1.301
NF1,P6,Pre,22.556,1.372
NF1,P6,Mid,17.865,1.276
NF1,P7,Pre,25.277,1.42
NF1,P7,Mid,24.042,1.399
NF1,P8,Pre,23.156,1.383
NF1,P8,Mid,22.427,1.37
NF1,P9,Pre,59.453,1.781
NF1,P9,Mid,63.616,1.81
NFKB1,P1,Pre,60.998,1.792
NFKB1,P1,Mid,73.332,1.871
NFKB1,P2,Pre,60.694,1.79
NFKB1,P2,Mid,55.7,1.754
NFKB1,P3,Pre,64.825,1.818
NFKB1,P3,Mid,62.539,1.803
NFKB1,P4,Pre,45.352,1.666
NFKB1,P4,Mid,38.457,1.596
NFKB1,P5,Pre,62.036,1.8
NFKB1,P5,Mid,51.041,1.716
NFKB1,P6,Pre,64.06,1.813
NFKB1,P6,Mid,60.613,1.79
NFKB1,P7,Pre,50.635,1.713
NFKB1,P7,Mid,38.046,1.592
NFKB1,P8,Pre,53.532,1.737
NFKB1,P8,Mid,62.026,1.8
NFKB1,P9,Pre,53.316,1.735
NFKB1,P9,Mid,106.133,2.03
NINJ2,P1,Pre,11.339,1.091
NINJ2,P1,Mid,2.222,0.508
NINJ2,P2,Pre,25.407,1.422
NINJ2,P2,Mid,6.189,0.857
NINJ2,P3,Pre,16.954,1.254
NINJ2,P3,Mid,4.169,0.713
NINJ2,P4,Pre,13.842,1.172
NINJ2,P4,Mid,4.472,0.738
NINJ2,P5,Pre,11.994,1.114
NINJ2,P5,Mid,5.004,0.778
NINJ2,P6,Pre,11.128,1.084
NINJ2,P6,Mid,5.104,0.786
NINJ2,P7,Pre,14.664,1.195
NINJ2,P7,Mid,8.169,0.962
NINJ2,P8,Pre,20.666,1.336
NINJ2,P8,Mid,13.141,1.15
NINJ2,P9,Pre,10.74,1.07
NINJ2,P9,Mid,7.353,0.922
NKG7,P1,Pre,29.326,1.482
NKG7,P1,Mid,8.889,0.995
NKG7,P2,Pre,45.732,1.67
NKG7,P2,Mid,17.535,1.268
NKG7,P3,Pre,54.603,1.745
NKG7,P3,Mid,15.287,1.212
NKG7,P4,Pre,62.291,1.801
NKG7,P4,Mid,5.366,0.804
NKG7,P5,Pre,40.944,1.623
NKG7,P5,Mid,88.07,1.95
NKG7,P6,Pre,3.008,0.603
NKG7,P6,Mid,0,0
NKG7,P7,Pre,13.368,1.157
NKG7,P7,Mid,7.002,0.903
NKG7,P8,Pre,105.82,2.029
NKG7,P8,Mid,31.539,1.512
NKG7,P9,Pre,119.289,2.08
NKG7,P9,Mid,45.394,1.666
NMB,P1,Pre,37.928,1.59
NMB,P1,Mid,86.665,1.943
NMB,P2,Pre,79.043,1.903
NMB,P2,Mid,31.976,1.518
NMB,P3,Pre,206.444,2.317
NMB,P3,Mid,40.303,1.616
NMB,P4,Pre,121.667,2.089
NMB,P4,Mid,108.217,2.038
NMB,P5,Pre,251.868,2.403
NMB,P5,Mid,81.065,1.914
NMB,P6,Pre,126.616,2.106
NMB,P6,Mid,17.227,1.261
NMB,P7,Pre,79.477,1.906
NMB,P7,Mid,44.582,1.659
NMB,P8,Pre,120.759,2.086
NMB,P8,Mid,159.27,2.205
NMB,P9,Pre,370.525,2.57
NMB,P9,Mid,154.724,2.192
NPDC1,P1,Pre,34.018,1.544
NPDC1,P1,Mid,11.111,1.083
NPDC1,P2,Pre,31.053,1.506
NPDC1,P2,Mid,4.126,0.71
NPDC1,P3,Pre,21.692,1.356
NPDC1,P3,Mid,6.949,0.9
NPDC1,P4,Pre,18.76,1.296
NPDC1,P4,Mid,3.577,0.661
NPDC1,P5,Pre,19.438,1.31
NPDC1,P5,Mid,2.002,0.477
NPDC1,P6,Pre,12.331,1.125
NPDC1,P6,Mid,5.742,0.829
NPDC1,P7,Pre,6.481,0.874
NPDC1,P7,Mid,3.735,0.675
NPDC1,P8,Pre,20.666,1.336
NPDC1,P8,Mid,10.863,1.074
NPDC1,P9,Pre,19.562,1.313
NPDC1,P9,Mid,16.943,1.254
NPR1,P1,Pre,0,0
NPR1,P1,Mid,0,0
NPR1,P2,Pre,0,0
NPR1,P2,Mid,1.031,0.308
NPR1,P3,Pre,0,0
NPR1,P3,Mid,0,0
NPR1,P4,Pre,0,0
NPR1,P4,Mid,0,0
NPR1,P5,Pre,0,0
NPR1,P5,Mid,0,0
NPR1,P6,Pre,0,0
NPR1,P6,Mid,0,0
NPR1,P7,Pre,0,0
NPR1,P7,Mid,0,0
NPR1,P8,Pre,0,0
NPR1,P8,Mid,0,0
NPR1,P9,Pre,0,0
NPR1,P9,Mid,0,0
NR4A3,P1,Pre,3.91,0.691
NR4A3,P1,Mid,0,0
NR4A3,P2,Pre,2.823,0.582
NR4A3,P2,Mid,3.094,0.612
NR4A3,P3,Pre,1.745,0.439
NR4A3,P3,Mid,0,0
NR4A3,P4,Pre,0.364,0.135
NR4A3,P4,Mid,0,0
NR4A3,P5,Pre,1.241,0.35
NR4A3,P5,Mid,5.004,0.778
NR4A3,P6,Pre,0.301,0.114
NR4A3,P6,Mid,0,0
NR4A3,P7,Pre,6.076,0.85
NR4A3,P7,Mid,0.467,0.166
NR4A3,P8,Pre,0.498,0.176
NR4A3,P8,Mid,1.051,0.312
NR4A3,P9,Pre,0.384,0.141
NR4A3,P9,Mid,0.32,0.12
NSD3,P1,Pre,329.234,2.519
NSD3,P1,Mid,188.884,2.278
NSD3,P2,Pre,239.106,2.38
NSD3,P2,Mid,176.383,2.249
NSD3,P3,Pre,212.677,2.33
NSD3,P3,Mid,230.699,2.365
NSD3,P4,Pre,194.522,2.291
NSD3,P4,Mid,118.055,2.076
NSD3,P5,Pre,265.929,2.426
NSD3,P5,Mid,141.113,2.153
NSD3,P6,Pre,179.548,2.257
NSD3,P6,Mid,98.894,2
NSD3,P7,Pre,168.758,2.23
NSD3,P7,Mid,107.137,2.034
NSD3,P8,Pre,213.382,2.331
NSD3,P8,Mid,193.262,2.288
NSD3,P9,Pre,227.071,2.358
NSD3,P9,Mid,293.784,2.47
NSMCE1,P1,Pre,179.085,2.255
NSMCE1,P1,Mid,55.554,1.752
NSMCE1,P2,Pre,60.129,1.786
NSMCE1,P2,Mid,91.802,1.968
NSMCE1,P3,Pre,111.948,2.053
NSMCE1,P3,Mid,83.385,1.926
NSMCE1,P4,Pre,120.574,2.085
NSMCE1,P4,Mid,109.111,2.042
NSMCE1,P5,Pre,64.931,1.819
NSMCE1,P5,Mid,68.054,1.839
NSMCE1,P6,Pre,222.555,2.349
NSMCE1,P6,Mid,44.024,1.653
NSMCE1,P7,Pre,89.686,1.958
NSMCE1,P7,Mid,76.093,1.887
NSMCE1,P8,Pre,78.68,1.901
NSMCE1,P8,Mid,71.838,1.862
NSMCE1,P9,Pre,106.248,2.03
NSMCE1,P9,Mid,143.216,2.159
NSUN7,P1,Pre,0.391,0.143
NSUN7,P1,Mid,0,0
NSUN7,P2,Pre,2.823,0.582
NSUN7,P2,Mid,0,0
NSUN7,P3,Pre,5.236,0.795
NSUN7,P3,Mid,0,0
NSUN7,P4,Pre,1.639,0.421
NSUN7,P4,Mid,0,0
NSUN7,P5,Pre,1.241,0.35
NSUN7,P5,Mid,0,0
NSUN7,P6,Pre,0.602,0.205
NSUN7,P6,Mid,0,0
NSUN7,P7,Pre,0.324,0.122
NSUN7,P7,Mid,0.233,0.091
NSUN7,P8,Pre,1.245,0.351
NSUN7,P8,Mid,1.402,0.381
NSUN7,P9,Pre,3.452,0.649
NSUN7,P9,Mid,1.279,0.358
NUDT22,P1,Pre,54.742,1.746
NUDT22,P1,Mid,37.777,1.589
NUDT22,P2,Pre,58.718,1.776
NUDT22,P2,Mid,62.92,1.806
NUDT22,P3,Pre,72.804,1.868
NUDT22,P3,Mid,34.744,1.553
NUDT22,P4,Pre,61.016,1.793
NUDT22,P4,Mid,41.14,1.625
NUDT22,P5,Pre,48.388,1.694
NUDT22,P5,Mid,56.045,1.756
NUDT22,P6,Pre,63.759,1.811
NUDT22,P6,Mid,39.558,1.608
NUDT22,P7,Pre,53.309,1.735
NUDT22,P7,Mid,44.815,1.661
NUDT22,P8,Pre,72.953,1.869
NUDT22,P8,Mid,55.193,1.75
NUDT22,P9,Pre,57.535,1.767
NUDT22,P9,Mid,40.599,1.619
NUSAP1,P1,Pre,69.992,1.851
NUSAP1,P1,Mid,31.11,1.507
NUSAP1,P2,Pre,58.153,1.772
NUSAP1,P2,Mid,30.944,1.504
NUSAP1,P3,Pre,79.536,1.906
NUSAP1,P3,Mid,38.913,1.601
NUSAP1,P4,Pre,50.452,1.711
NUSAP1,P4,Mid,16.993,1.255
NUSAP1,P5,Pre,26.469,1.439
NUSAP1,P5,Mid,31.025,1.505
NUSAP1,P6,Pre,129.323,2.115
NUSAP1,P6,Mid,10.846,1.074
NUSAP1,P7,Pre,40.913,1.622
NUSAP1,P7,Mid,27.543,1.455
NUSAP1,P8,Pre,60.504,1.789
NUSAP1,P8,Mid,54.842,1.747
NUSAP1,P9,Pre,47.179,1.683
NUSAP1,P9,Mid,80.559,1.911
ODAPH,P1,Pre,4.692,0.755
ODAPH,P1,Mid,0,0
ODAPH,P2,Pre,4.517,0.742
ODAPH,P2,Mid,2.063,0.486
ODAPH,P3,Pre,10.97,1.078
ODAPH,P3,Mid,0,0
ODAPH,P4,Pre,8.925,0.997
ODAPH,P4,Mid,0.894,0.277
ODAPH,P5,Pre,2.068,0.487
ODAPH,P5,Mid,2.002,0.477
ODAPH,P6,Pre,0.902,0.279
ODAPH,P6,Mid,0,0
ODAPH,P7,Pre,1.296,0.361
ODAPH,P7,Mid,0.233,0.091
ODAPH,P8,Pre,5.727,0.828
ODAPH,P8,Mid,1.051,0.312
ODAPH,P9,Pre,3.452,0.649
ODAPH,P9,Mid,1.598,0.415
OPTN,P1,Pre,307.338,2.489
OPTN,P1,Mid,266.66,2.428
OPTN,P2,Pre,148.771,2.175
OPTN,P2,Mid,191.855,2.285
OPTN,P3,Pre,223.149,2.351
OPTN,P3,Mid,300.186,2.479
OPTN,P4,Pre,145.709,2.166
OPTN,P4,Mid,155.618,2.195
OPTN,P5,Pre,257.658,2.413
OPTN,P5,Mid,184.147,2.268
OPTN,P6,Pre,216.24,2.337
OPTN,P6,Mid,143.556,2.16
OPTN,P7,Pre,189.66,2.28
OPTN,P7,Mid,145.183,2.165
OPTN,P8,Pre,170.307,2.234
OPTN,P8,Mid,185.552,2.271
OPTN,P9,Pre,184.879,2.269
OPTN,P9,Mid,344.613,2.539
OSBPL8,P1,Pre,296.78,2.474
OSBPL8,P1,Mid,131.108,2.121
OSBPL8,P2,Pre,201.278,2.306
OSBPL8,P2,Mid,142.344,2.156
OSBPL8,P3,Pre,113.943,2.06
OSBPL8,P3,Mid,191.786,2.285
OSBPL8,P4,Pre,141.702,2.154
OSBPL8,P4,Mid,101.062,2.009
OSBPL8,P5,Pre,125.313,2.101
OSBPL8,P5,Mid,77.062,1.892
OSBPL8,P6,Pre,133.233,2.128
OSBPL8,P6,Mid,103.998,2.021
OSBPL8,P7,Pre,129.546,2.116
OSBPL8,P7,Mid,91.732,1.967
OSBPL8,P8,Pre,118.518,2.077
OSBPL8,P8,Mid,158.92,2.204
OSBPL8,P9,Pre,163.399,2.216
OSBPL8,P9,Mid,209.389,2.323
P2RX5,P1,Pre,5.083,0.784
P2RX5,P1,Mid,2.222,0.508
P2RX5,P2,Pre,3.67,0.669
P2RX5,P2,Mid,6.189,0.857
P2RX5,P3,Pre,8.477,0.977
P2RX5,P3,Mid,4.169,0.713
P2RX5,P4,Pre,9.471,1.02
P2RX5,P4,Mid,5.366,0.804
P2RX5,P5,Pre,4.549,0.744
P2RX5,P5,Mid,1.001,0.301
P2RX5,P6,Pre,7.519,0.93
P2RX5,P6,Mid,2.552,0.55
P2RX5,P7,Pre,16.122,1.234
P2RX5,P7,Mid,10.504,1.061
P2RX5,P8,Pre,5.229,0.794
P2RX5,P8,Mid,2.803,0.58
P2RX5,P9,Pre,12.658,1.135
P2RX5,P9,Mid,8.951,0.998
PASK,P1,Pre,124.734,2.099
PASK,P1,Mid,37.777,1.589
PASK,P2,Pre,68.881,1.844
PASK,P2,Mid,87.676,1.948
PASK,P3,Pre,43.882,1.652
PASK,P3,Mid,58.37,1.774
PASK,P4,Pre,195.797,2.294
PASK,P4,Mid,89.436,1.956
PASK,P5,Pre,27.71,1.458
PASK,P5,Mid,20.016,1.323
PASK,P6,Pre,87.518,1.947
PASK,P6,Mid,162.059,2.212
PASK,P7,Pre,134.245,2.131
PASK,P7,Mid,139.348,2.147
PASK,P8,Pre,115.779,2.067
PASK,P8,Mid,138.069,2.143
PASK,P9,Pre,102.796,2.016
PASK,P9,Mid,75.444,1.883
PATJ,P1,Pre,12.903,1.143
PATJ,P1,Mid,17.777,1.274
PATJ,P2,Pre,15.244,1.211
PATJ,P2,Mid,8.252,0.966
PATJ,P3,Pre,9.973,1.04
PATJ,P3,Mid,26.405,1.438
PATJ,P4,Pre,11.292,1.09
PATJ,P4,Mid,8.049,0.957
PATJ,P5,Pre,15.302,1.212
PATJ,P5,Mid,13.01,1.146
PATJ,P6,Pre,4.211,0.717
PATJ,P6,Mid,17.227,1.261
PATJ,P7,Pre,8.183,0.963
PATJ,P7,Mid,13.771,1.169
PATJ,P8,Pre,8.715,0.987
PATJ,P8,Mid,9.987,1.041
PATJ,P9,Pre,16.877,1.252
PATJ,P9,Mid,15.345,1.213
PDCD1,P1,Pre,306.165,2.487
PDCD1,P1,Mid,35.555,1.563
PDCD1,P2,Pre,62.105,1.8
PDCD1,P2,Mid,30.944,1.504
PDCD1,P3,Pre,25.93,1.43
PDCD1,P3,Mid,13.898,1.173
PDCD1,P4,Pre,16.028,1.231
PDCD1,P4,Mid,11.627,1.101
PDCD1,P5,Pre,56.246,1.758
PDCD1,P5,Mid,52.042,1.725
PDCD1,P6,Pre,39.699,1.61
PDCD1,P6,Mid,22.969,1.38
PDCD1,P7,Pre,26.087,1.433
PDCD1,P7,Mid,23.341,1.386
PDCD1,P8,Pre,57.267,1.765
PDCD1,P8,Mid,34.868,1.555
PDCD1,P9,Pre,36.822,1.578
PDCD1,P9,Mid,35.804,1.566
PDCL3,P1,Pre,79.767,1.907
PDCL3,P1,Mid,126.664,2.106
PDCL3,P2,Pre,70.857,1.856
PDCL3,P2,Mid,108.305,2.039
PDCL3,P3,Pre,117.683,2.074
PDCL3,P3,Mid,88.944,1.954
PDCL3,P4,Pre,84.147,1.93
PDCL3,P4,Mid,78.703,1.901
PDCL3,P5,Pre,94.709,1.981
PDCL3,P5,Mid,113.09,2.057
PDCL3,P6,Pre,114.887,2.064
PDCL3,P6,Mid,93.79,1.977
PDCL3,P7,Pre,96.41,1.989
PDCL3,P7,Mid,86.83,1.944
PDCL3,P8,Pre,100.84,2.008
PDCL3,P8,Mid,92.338,1.97
PDCL3,P9,Pre,79.398,1.905
PDCL3,P9,Mid,107.092,2.034
PDE3B,P1,Pre,178.303,2.254
PDE3B,P1,Mid,99.998,2.004
PDE3B,P2,Pre,282.297,2.452
PDE3B,P2,Mid,136.155,2.137
PDE3B,P3,Pre,298.446,2.476
PDE3B,P3,Mid,88.944,1.954
PDE3B,P4,Pre,152.448,2.186
PDE3B,P4,Mid,32.197,1.521
PDE3B,P5,Pre,90.573,1.962
PDE3B,P5,Mid,90.072,1.959
PDE3B,P6,Pre,139.548,2.148
PDE3B,P6,Mid,113.569,2.059
PDE3B,P7,Pre,111.479,2.051
PDE3B,P7,Mid,78.427,1.9
PDE3B,P8,Pre,215.125,2.335
PDE3B,P8,Mid,206.227,2.316
PDE3B,P9,Pre,232.441,2.368
PDE3B,P9,Mid,236.242,2.375
PDE7B,P1,Pre,7.82,0.945
PDE7B,P1,Mid,11.111,1.083
PDE7B,P2,Pre,6.211,0.858
PDE7B,P2,Mid,2.063,0.486
PDE7B,P3,Pre,44.38,1.657
PDE7B,P3,Mid,13.898,1.173
PDE7B,P4,Pre,7.65,0.937
PDE7B,P4,Mid,5.366,0.804
PDE7B,P5,Pre,17.784,1.274
PDE7B,P5,Mid,3.002,0.602
PDE7B,P6,Pre,10.827,1.073
PDE7B,P6,Mid,0,0
PDE7B,P7,Pre,21.793,1.358
PDE7B,P7,Mid,12.371,1.126
PDE7B,P8,Pre,8.466,0.976
PDE7B,P8,Mid,6.483,0.874
PDE7B,P9,Pre,24.932,1.414
PDE7B,P9,Mid,15.664,1.222
PDK4,P1,Pre,0,0
PDK4,P1,Mid,0,0
PDK4,P2,Pre,0.282,0.108
PDK4,P2,Mid,0,0
PDK4,P3,Pre,0,0
PDK4,P3,Mid,0,0
PDK4,P4,Pre,0,0
PDK4,P4,Mid,0,0
PDK4,P5,Pre,0.414,0.15
PDK4,P5,Mid,0,0
PDK4,P6,Pre,0,0
PDK4,P6,Mid,0,0
PDK4,P7,Pre,0,0
PDK4,P7,Mid,0,0
PDK4,P8,Pre,0,0
PDK4,P8,Mid,0,0
PDK4,P9,Pre,0,0
PDK4,P9,Mid,0,0
