gene	CellType	log2FoldChange_il17	padj_il17	log2FoldChange_il23	padj_il23	significant_il23	significant_il17	radar_gene	pv50_gene
OR13J1	CD8	1.007	NA	NA	NA	NA	NA	FALSE	FALSE
OR14A16	CD8	0.69	NA	NA	NA	NA	NA	FALSE	FALSE
OR14A2	CD8	0.803	NA	NA	NA	NA	NA	FALSE	FALSE
OR14C36	CD8	0.041	NA	NA	NA	NA	NA	FALSE	FALSE
OR14I1	CD8	-0.054	NA	NA	NA	NA	NA	FALSE	FALSE
OR14J1	CD8	1.456	NA	NA	NA	NA	NA	FALSE	FALSE
OR14K1	CD8	1.128	NA	NA	NA	NA	NA	FALSE	FALSE
OR1A1	CD8	1.014	NA	0.338	NA	NA	NA	FALSE	FALSE
OR1A2	CD8	1.173	NA	NA	NA	NA	NA	FALSE	FALSE
OR1B1	CD8	0.19	NA	NA	NA	NA	NA	FALSE	FALSE
OR1C1	CD8	0.398	NA	NA	NA	NA	NA	FALSE	FALSE
OR1D2	CD8	0.604	NA	-1.297	NA	NA	NA	FALSE	FALSE
OR1D5	CD8	-0.21	NA	NA	NA	NA	NA	FALSE	FALSE
OR1E1	CD8	1.026	NA	NA	NA	NA	NA	FALSE	FALSE
OR1E2	CD8	0.793	NA	NA	NA	NA	NA	FALSE	FALSE
OR1F1	CD8	0.391	NA	NA	NA	NA	NA	FALSE	FALSE
OR1G1	CD8	0.444	NA	NA	NA	NA	NA	FALSE	FALSE
OR1I1	CD8	2.082	NA	-2.158	NA	NA	NA	FALSE	FALSE
OR1J1	CD8	0.893	NA	NA	NA	NA	NA	FALSE	FALSE
OR1J2	CD8	0.328	NA	NA	NA	NA	NA	FALSE	FALSE
OR1J4	CD8	0.219	NA	NA	NA	NA	NA	FALSE	FALSE
OR1K1	CD8	-1.211	NA	NA	NA	NA	NA	FALSE	FALSE
OR1L1	CD8	1.513	NA	NA	NA	NA	NA	FALSE	FALSE
OR1L3	CD8	0.897	NA	NA	NA	NA	NA	FALSE	FALSE
OR1L4	CD8	0.391	NA	NA	NA	NA	NA	FALSE	FALSE
OR1L6	CD8	-0.018	NA	NA	NA	NA	NA	FALSE	FALSE
OR1L8	CD8	0.709	NA	NA	NA	NA	NA	FALSE	FALSE
OR1M1	CD8	-0.003	NA	NA	NA	NA	NA	FALSE	FALSE
OR1N1	CD8	0.399	NA	NA	NA	NA	NA	FALSE	FALSE
OR1N2	CD8	-0.308	NA	-2.173	NA	NA	NA	FALSE	FALSE
OR1Q1	CD8	2.595	NA	NA	NA	NA	NA	FALSE	FALSE
OR1S1	CD8	0.121	NA	NA	NA	NA	NA	FALSE	FALSE
OR1S2	CD8	1.215	NA	NA	NA	NA	NA	FALSE	FALSE
OR2A1	CD8	0.678	NA	-2.156	NA	NA	NA	FALSE	FALSE
OR2A1-AS1	CD8	1.279	0.751	-1.951	NA	NA	FALSE	FALSE	FALSE
OR2A12	CD8	-0.609	NA	NA	NA	NA	NA	FALSE	FALSE
OR2A14	CD8	1.036	NA	NA	NA	NA	NA	FALSE	FALSE
OR2A2	CD8	-1.523	NA	NA	NA	NA	NA	FALSE	FALSE
OR2A25	CD8	0.51	NA	-2.485	NA	NA	NA	FALSE	FALSE
OR2A4	CD8	1.787	NA	NA	NA	NA	NA	FALSE	FALSE
OR2A42	CD8	-0.534	NA	NA	NA	NA	NA	FALSE	FALSE
OR2A5	CD8	1.59	NA	NA	NA	NA	NA	FALSE	FALSE
OR2A7	CD8	0.947	NA	-0.874	NA	NA	NA	FALSE	FALSE
OR2AE1	CD8	1.252	NA	-1.728	NA	NA	NA	FALSE	FALSE
OR2AG1	CD8	0.956	NA	NA	NA	NA	NA	FALSE	FALSE
OR2AG2	CD8	0.423	NA	NA	NA	NA	NA	FALSE	FALSE
OR2AJ1	CD8	0.865	NA	NA	NA	NA	NA	FALSE	FALSE
OR2AK2	CD8	1.489	NA	NA	NA	NA	NA	FALSE	FALSE
OR2AP1	CD8	0.95	NA	NA	NA	NA	NA	FALSE	FALSE
OR2AT4	CD8	-0.11	NA	NA	NA	NA	NA	FALSE	FALSE
OR2B11	CD8	0.73	NA	-1.499	NA	NA	NA	FALSE	FALSE
OR2B2	CD8	0.106	NA	NA	NA	NA	NA	FALSE	FALSE
OR2B3	CD8	-0.46	NA	NA	NA	NA	NA	FALSE	FALSE
OR2B6	CD8	1.473	NA	-1.276	NA	NA	NA	FALSE	FALSE
OR2C1	CD8	-1.437	NA	NA	NA	NA	NA	FALSE	FALSE
OR2C3	CD8	-0.079	NA	NA	NA	NA	NA	FALSE	FALSE
OR2D2	CD8	0.055	NA	NA	NA	NA	NA	FALSE	FALSE
OR2D3	CD8	0.03	NA	NA	NA	NA	NA	FALSE	FALSE
OR2F1	CD8	-1.71	NA	-1.309	NA	NA	NA	FALSE	FALSE
OR2F2	CD8	-0.225	NA	NA	NA	NA	NA	FALSE	FALSE
OR2G2	CD8	1.621	NA	NA	NA	NA	NA	FALSE	FALSE
OR2G3	CD8	1.485	NA	NA	NA	NA	NA	FALSE	FALSE
OR2G6	CD8	1.585	NA	NA	NA	NA	NA	FALSE	FALSE
OR2H1	CD8	-0.407	NA	NA	NA	NA	NA	FALSE	FALSE
OR2H2	CD8	0.373	NA	NA	NA	NA	NA	FALSE	FALSE
OR2I1P	CD8	0.399	NA	NA	NA	NA	NA	FALSE	FALSE
OR2J1	CD8	0.464	NA	NA	NA	NA	NA	FALSE	FALSE
OR2J2	CD8	0.465	NA	NA	NA	NA	NA	FALSE	FALSE
OR2J3	CD8	1.598	NA	NA	NA	NA	NA	FALSE	FALSE
OR2K2	CD8	1.205	NA	NA	NA	NA	NA	FALSE	FALSE
OR2L13	CD8	1.329	NA	NA	NA	NA	NA	FALSE	FALSE
OR2L2	CD8	1.532	NA	-2.297	NA	NA	NA	FALSE	FALSE
OR2L3	CD8	-0.489	NA	NA	NA	NA	NA	FALSE	FALSE
OR2L5	CD8	-0.381	0.984	NA	NA	NA	FALSE	FALSE	FALSE
OR2L8	CD8	-0.203	NA	-2.153	NA	NA	NA	FALSE	FALSE
OR2M2	CD8	0.973	NA	NA	NA	NA	NA	FALSE	FALSE
OR2M3	CD8	1.787	NA	NA	NA	NA	NA	FALSE	FALSE
OR2M4	CD8	-0.064	NA	NA	NA	NA	NA	FALSE	FALSE
OR2M5	CD8	0.998	NA	NA	NA	NA	NA	FALSE	FALSE
OR2M7	CD8	0.811	NA	NA	NA	NA	NA	FALSE	FALSE
OR2S2	CD8	0.397	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T1	CD8	0.051	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T10	CD8	0.679	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T11	CD8	0.913	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T12	CD8	-0.225	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T2	CD8	1.366	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T27	CD8	0.802	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T29	CD8	0.803	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T3	CD8	0.113	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T33	CD8	0.909	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T34	CD8	-1.23	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T35	CD8	0.602	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T4	CD8	-0.291	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T5	CD8	0.609	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T6	CD8	0.002	NA	NA	NA	NA	NA	FALSE	FALSE
OR2T8	CD8	1.662	NA	NA	NA	NA	NA	FALSE	FALSE
OR2V1	CD8	1.33	NA	NA	NA	NA	NA	FALSE	FALSE
OR2V2	CD8	-0.686	NA	NA	NA	NA	NA	FALSE	FALSE
OR2W1	CD8	0.853	NA	NA	NA	NA	NA	FALSE	FALSE
OR2W3	CD8	-1.235	NA	NA	NA	NA	NA	FALSE	FALSE
OR2Y1	CD8	-1.698	NA	-1.301	NA	NA	NA	FALSE	FALSE
OR2Z1	CD8	0.148	0.986	NA	NA	NA	FALSE	FALSE	FALSE
OR3A1	CD8	-1.432	NA	NA	NA	NA	NA	FALSE	FALSE
OR3A2	CD8	0.227	NA	NA	NA	NA	NA	FALSE	FALSE
OR3A3	CD8	-0.415	NA	-2.704	NA	NA	NA	FALSE	FALSE
OR4A15	CD8	1.187	NA	NA	NA	NA	NA	FALSE	FALSE
OR4A16	CD8	-0.095	NA	NA	NA	NA	NA	FALSE	FALSE
OR4A47	CD8	1.499	NA	NA	NA	NA	NA	FALSE	FALSE
OR4A5	CD8	0.301	NA	NA	NA	NA	NA	FALSE	FALSE
OR4B1	CD8	1.793	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C11	CD8	0.38	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C12	CD8	0.75	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C13	CD8	1.208	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C15	CD8	-0.474	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C16	CD8	0.422	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C3	CD8	1.631	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C46	CD8	0.378	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C5	CD8	0.566	NA	NA	NA	NA	NA	FALSE	FALSE
OR4C6	CD8	0.916	NA	NA	NA	NA	NA	FALSE	FALSE
OR4D1	CD8	0.387	NA	-1.924	NA	NA	NA	FALSE	FALSE
OR4D10	CD8	0.98	NA	NA	NA	NA	NA	FALSE	FALSE
OR4D11	CD8	1.951	NA	NA	NA	NA	NA	FALSE	FALSE
OR4D2	CD8	1.024	NA	NA	NA	NA	NA	FALSE	FALSE
OR4D5	CD8	-0.014	NA	NA	NA	NA	NA	FALSE	FALSE
OR4D6	CD8	1.733	NA	NA	NA	NA	NA	FALSE	FALSE
OR4D9	CD8	1.668	NA	-2.808	NA	NA	NA	FALSE	FALSE
OR4E1	CD8	1.312	NA	NA	NA	NA	NA	FALSE	FALSE
OR4E2	CD8	0.413	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F15	CD8	0.328	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F16	CD8	-0.264	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F17	CD8	1.079	NA	-1.499	NA	NA	NA	FALSE	FALSE
OR4F21	CD8	0.803	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F29	CD8	-0.264	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F3	CD8	NA	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F4	CD8	0.082	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F5	CD8	1.842	NA	NA	NA	NA	NA	FALSE	FALSE
OR4F6	CD8	0.853	NA	NA	NA	NA	NA	FALSE	FALSE
OR4K1	CD8	0.514	NA	NA	NA	NA	NA	FALSE	FALSE
OR4K13	CD8	0.498	NA	NA	NA	NA	NA	FALSE	FALSE
OR4K14	CD8	2.179	NA	NA	NA	NA	NA	FALSE	FALSE
OR4K15	CD8	0.111	NA	NA	NA	NA	NA	FALSE	FALSE
OR4K17	CD8	1.112	NA	NA	NA	NA	NA	FALSE	FALSE
OR4K2	CD8	0.804	NA	NA	NA	NA	NA	FALSE	FALSE
OR4K5	CD8	0.623	NA	NA	NA	NA	NA	FALSE	FALSE
OR4L1	CD8	0.62	NA	NA	NA	NA	NA	FALSE	FALSE
OR4M1	CD8	1.379	NA	NA	NA	NA	NA	FALSE	FALSE
OR4M2	CD8	0.498	NA	NA	NA	NA	NA	FALSE	FALSE
OR4N2	CD8	-0.525	0.957	NA	NA	NA	FALSE	FALSE	FALSE
OR4N4	CD8	-0.264	NA	NA	NA	NA	NA	FALSE	FALSE
OR4N5	CD8	-0.033	NA	NA	NA	NA	NA	FALSE	FALSE
OR4P4	CD8	-0.264	NA	NA	NA	NA	NA	FALSE	FALSE
OR4Q3	CD8	-1.331	0.825	NA	NA	NA	FALSE	FALSE	FALSE
OR4S1	CD8	0.526	NA	NA	NA	NA	NA	FALSE	FALSE
OR4S2	CD8	0.741	NA	NA	NA	NA	NA	FALSE	FALSE
OR4X1	CD8	0.537	NA	NA	NA	NA	NA	FALSE	FALSE
OR4X2	CD8	-0.876	NA	NA	NA	NA	NA	FALSE	FALSE
OR51A2	CD8	0.004	NA	NA	NA	NA	NA	FALSE	FALSE
OR51A4	CD8	0.368	NA	NA	NA	NA	NA	FALSE	FALSE
OR51A7	CD8	0.539	NA	NA	NA	NA	NA	FALSE	FALSE
OR51B2	CD8	1.597	NA	NA	NA	NA	NA	FALSE	FALSE
OR51B4	CD8	1.011	NA	NA	NA	NA	NA	FALSE	FALSE
OR51B5	CD8	-0.158	NA	NA	NA	NA	NA	FALSE	FALSE
OR51B6	CD8	0.882	NA	NA	NA	NA	NA	FALSE	FALSE
OR51D1	CD8	0.669	NA	NA	NA	NA	NA	FALSE	FALSE
OR51E1	CD8	-0.243	NA	NA	NA	NA	NA	FALSE	FALSE
OR51E2	CD8	-0.951	NA	NA	NA	NA	NA	FALSE	FALSE
OR51F1	CD8	-0.534	NA	NA	NA	NA	NA	FALSE	FALSE
OR51F2	CD8	0.146	NA	NA	NA	NA	NA	FALSE	FALSE
OR51G1	CD8	-1.039	0.953	NA	NA	NA	FALSE	FALSE	FALSE
OR51G2	CD8	-0.064	NA	NA	NA	NA	NA	FALSE	FALSE
OR51I1	CD8	-0.163	0.993	NA	NA	NA	FALSE	FALSE	FALSE
OR51I2	CD8	0.989	NA	NA	NA	NA	NA	FALSE	FALSE
OR51L1	CD8	-0.477	NA	NA	NA	NA	NA	FALSE	FALSE
OR51M1	CD8	0.741	NA	-2.594	NA	NA	NA	FALSE	FALSE
OR51Q1	CD8	0.997	NA	NA	NA	NA	NA	FALSE	FALSE
OR51S1	CD8	1.411	NA	NA	NA	NA	NA	FALSE	FALSE
OR51T1	CD8	0.189	NA	NA	NA	NA	NA	FALSE	FALSE
OR51V1	CD8	0.472	NA	NA	NA	NA	NA	FALSE	FALSE
OR52A1	CD8	0.948	NA	NA	NA	NA	NA	FALSE	FALSE
OR52A5	CD8	-0.453	NA	NA	NA	NA	NA	FALSE	FALSE
OR52B2	CD8	0.329	NA	NA	NA	NA	NA	FALSE	FALSE
OR52B4	CD8	1.886	NA	NA	NA	NA	NA	FALSE	FALSE
OR52B6	CD8	1.098	NA	NA	NA	NA	NA	FALSE	FALSE
OR52D1	CD8	-0.254	NA	NA	NA	NA	NA	FALSE	FALSE
OR52E2	CD8	-0.264	NA	NA	NA	NA	NA	FALSE	FALSE
OR52E4	CD8	1.758	NA	NA	NA	NA	NA	FALSE	FALSE
OR52E5	CD8	1.092	NA	NA	NA	NA	NA	FALSE	FALSE
OR52E6	CD8	0.328	NA	NA	NA	NA	NA	FALSE	FALSE
OR52E8	CD8	0.878	NA	NA	NA	NA	NA	FALSE	FALSE
OR52H1	CD8	1.279	NA	NA	NA	NA	NA	FALSE	FALSE
OR52I1	CD8	0.991	NA	-1.949	NA	NA	NA	FALSE	FALSE
OR52I2	CD8	-0.105	NA	-1.276	NA	NA	NA	FALSE	FALSE
OR52J3	CD8	1.165	NA	NA	NA	NA	NA	FALSE	FALSE
OR52K1	CD8	0.815	NA	NA	NA	NA	NA	FALSE	FALSE
OR52K2	CD8	0.562	NA	NA	NA	NA	NA	FALSE	FALSE
OR52L1	CD8	1.704	NA	NA	NA	NA	NA	FALSE	FALSE
OR52M1	CD8	1.017	NA	NA	NA	NA	NA	FALSE	FALSE
OR52N1	CD8	0.999	NA	-2.158	NA	NA	NA	FALSE	FALSE
OR52N2	CD8	0.198	NA	NA	NA	NA	NA	FALSE	FALSE
OR52N4	CD8	1.573	NA	-1.309	NA	NA	NA	FALSE	FALSE
OR52N5	CD8	0.163	NA	NA	NA	NA	NA	FALSE	FALSE
OR52R1	CD8	0.408	NA	NA	NA	NA	NA	FALSE	FALSE
OR52W1	CD8	0.114	NA	NA	NA	NA	NA	FALSE	FALSE
OR56A1	CD8	0.976	NA	NA	NA	NA	NA	FALSE	FALSE
OR56A3	CD8	0.086	NA	NA	NA	NA	NA	FALSE	FALSE
OR56A4	CD8	1.098	NA	NA	NA	NA	NA	FALSE	FALSE
OR56A5	CD8	-0.498	NA	NA	NA	NA	NA	FALSE	FALSE
OR56B1	CD8	-0.281	NA	NA	NA	NA	NA	FALSE	FALSE
OR56B4	CD8	0.42	NA	NA	NA	NA	NA	FALSE	FALSE
OR5A1	CD8	0.769	NA	NA	NA	NA	NA	FALSE	FALSE
OR5A2	CD8	-0.177	NA	NA	NA	NA	NA	FALSE	FALSE
OR5AC2	CD8	0.754	NA	NA	NA	NA	NA	FALSE	FALSE
OR5AK2	CD8	-0.3	NA	NA	NA	NA	NA	FALSE	FALSE
OR5AN1	CD8	0.988	NA	NA	NA	NA	NA	FALSE	FALSE
OR5AP2	CD8	-0.889	NA	NA	NA	NA	NA	FALSE	FALSE
OR5AR1	CD8	0.322	NA	NA	NA	NA	NA	FALSE	FALSE
OR5AS1	CD8	0.208	NA	NA	NA	NA	NA	FALSE	FALSE
OR5AU1	CD8	0.133	NA	NA	NA	NA	NA	FALSE	FALSE
OR5B12	CD8	2.247	NA	-1.731	NA	NA	NA	FALSE	FALSE
OR5B17	CD8	0.492	NA	NA	NA	NA	NA	FALSE	FALSE
OR5B2	CD8	3.709	NA	-1.279	NA	NA	NA	FALSE	FALSE
OR5B21	CD8	2.364	NA	-0.24	NA	NA	NA	FALSE	FALSE
OR5B3	CD8	0.848	NA	NA	NA	NA	NA	FALSE	FALSE
OR5BS1P	CD8	-0.407	NA	NA	NA	NA	NA	FALSE	FALSE
OR5C1	CD8	0.114	NA	NA	NA	NA	NA	FALSE	FALSE
OR5D13	CD8	0.84	NA	NA	NA	NA	NA	FALSE	FALSE
OR5D14	CD8	0.474	NA	NA	NA	NA	NA	FALSE	FALSE
OR5D16	CD8	0.366	NA	NA	NA	NA	NA	FALSE	FALSE
OR5D18	CD8	1.253	NA	NA	NA	NA	NA	FALSE	FALSE
OR5D3P	CD8	-1.995	NA	NA	NA	NA	NA	FALSE	FALSE
OR5F1	CD8	1.066	NA	NA	NA	NA	NA	FALSE	FALSE
OR5H1	CD8	2.12	NA	NA	NA	NA	NA	FALSE	FALSE
OR5H14	CD8	0.47	NA	-2.158	NA	NA	NA	FALSE	FALSE
OR5H15	CD8	0.944	NA	NA	NA	NA	NA	FALSE	FALSE
OR5H2	CD8	1.059	NA	NA	NA	NA	NA	FALSE	FALSE
OR5H6	CD8	0.949	NA	NA	NA	NA	NA	FALSE	FALSE
OR5I1	CD8	0.797	NA	NA	NA	NA	NA	FALSE	FALSE
OR5J2	CD8	0.462	NA	NA	NA	NA	NA	FALSE	FALSE
OR5K1	CD8	-0.641	NA	-2.195	NA	NA	NA	FALSE	FALSE
OR5K2	CD8	0.533	NA	NA	NA	NA	NA	FALSE	FALSE
OR5K3	CD8	0.803	NA	NA	NA	NA	NA	FALSE	FALSE
OR5K4	CD8	1.344	NA	NA	NA	NA	NA	FALSE	FALSE
OR5L1	CD8	0.016	NA	NA	NA	NA	NA	FALSE	FALSE
OR5L2	CD8	0.484	NA	NA	NA	NA	NA	FALSE	FALSE
OR5M1	CD8	1.999	NA	NA	NA	NA	NA	FALSE	FALSE
OR5M10	CD8	1.059	NA	NA	NA	NA	NA	FALSE	FALSE
OR5M11	CD8	1.048	NA	NA	NA	NA	NA	FALSE	FALSE
OR5M3	CD8	1.2	NA	NA	NA	NA	NA	FALSE	FALSE
OR5M8	CD8	-2.785	NA	NA	NA	NA	NA	FALSE	FALSE
OR5M9	CD8	1.026	NA	NA	NA	NA	NA	FALSE	FALSE
OR5P2	CD8	0.608	NA	NA	NA	NA	NA	FALSE	FALSE
OR5P3	CD8	0.979	NA	NA	NA	NA	NA	FALSE	FALSE
OR5R1	CD8	-0.199	NA	NA	NA	NA	NA	FALSE	FALSE
OR5T1	CD8	0.116	NA	NA	NA	NA	NA	FALSE	FALSE
OR5T2	CD8	-0.276	NA	NA	NA	NA	NA	FALSE	FALSE
OR5T3	CD8	1.498	NA	NA	NA	NA	NA	FALSE	FALSE
OR5V1	CD8	1.081	NA	NA	NA	NA	NA	FALSE	FALSE
OR5W2	CD8	0.022	NA	NA	NA	NA	NA	FALSE	FALSE
OR6A2	CD8	1.743	NA	NA	NA	NA	NA	FALSE	FALSE
OR6B1	CD8	0.537	NA	NA	NA	NA	NA	FALSE	FALSE
OR6B2	CD8	0.804	NA	NA	NA	NA	NA	FALSE	FALSE
OR6B3	CD8	1.498	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C1	CD8	1.691	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C2	CD8	0.211	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C3	CD8	0.52	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C4	CD8	0.662	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C6	CD8	1.079	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C65	CD8	0.057	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C68	CD8	0.745	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C70	CD8	-0.281	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C74	CD8	1.113	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C75	CD8	0.292	NA	NA	NA	NA	NA	FALSE	FALSE
OR6C76	CD8	-0.054	NA	NA	NA	NA	NA	FALSE	FALSE
OR6F1	CD8	0.551	NA	NA	NA	NA	NA	FALSE	FALSE
OR6J1	CD8	-0.427	NA	NA	NA	NA	NA	FALSE	FALSE
OR6K2	CD8	0.551	NA	NA	NA	NA	NA	FALSE	FALSE
OR6K3	CD8	0.555	NA	NA	NA	NA	NA	FALSE	FALSE
OR6K6	CD8	-0	NA	NA	NA	NA	NA	FALSE	FALSE
OR6M1	CD8	0.199	NA	NA	NA	NA	NA	FALSE	FALSE
OR6N1	CD8	0.998	NA	NA	NA	NA	NA	FALSE	FALSE
OR6N2	CD8	0.261	NA	NA	NA	NA	NA	FALSE	FALSE
OR6P1	CD8	0.594	NA	NA	NA	NA	NA	FALSE	FALSE
OR6Q1	CD8	-1.001	NA	NA	NA	NA	NA	FALSE	FALSE
OR6S1	CD8	0.846	NA	NA	NA	NA	NA	FALSE	FALSE
OR6T1	CD8	1.038	NA	NA	NA	NA	NA	FALSE	FALSE
OR6V1	CD8	0.312	NA	NA	NA	NA	NA	FALSE	FALSE
OR6X1	CD8	0.956	NA	NA	NA	NA	NA	FALSE	FALSE
OR6Y1	CD8	0.979	NA	NA	NA	NA	NA	FALSE	FALSE
OR7A10	CD8	-0.01	NA	NA	NA	NA	NA	FALSE	FALSE
OR7A17	CD8	0.412	NA	-2.158	NA	NA	NA	FALSE	FALSE
OR7A5	CD8	1.246	0.666	NA	NA	NA	FALSE	FALSE	FALSE
OR7C1	CD8	0.475	NA	-1.642	NA	NA	NA	FALSE	FALSE
OR7C2	CD8	0.466	NA	NA	NA	NA	NA	FALSE	FALSE
OR7D2	CD8	-1.08	NA	-1.728	NA	NA	NA	FALSE	FALSE
OR7D4	CD8	-0.602	NA	NA	NA	NA	NA	FALSE	FALSE
OR7E24	CD8	0.479	NA	NA	NA	NA	NA	FALSE	FALSE
OR7G1	CD8	1.039	NA	NA	NA	NA	NA	FALSE	FALSE
OR7G2	CD8	0.17	NA	-2.158	NA	NA	NA	FALSE	FALSE
OR7G3	CD8	0.581	NA	NA	NA	NA	NA	FALSE	FALSE
OR8A1	CD8	-0.544	NA	NA	NA	NA	NA	FALSE	FALSE
OR8B12	CD8	0.642	NA	NA	NA	NA	NA	FALSE	FALSE
OR8B2	CD8	0.4	NA	NA	NA	NA	NA	FALSE	FALSE
OR8B3	CD8	-0.282	NA	NA	NA	NA	NA	FALSE	FALSE
OR8B4	CD8	0.8	NA	NA	NA	NA	NA	FALSE	FALSE
OR8B8	CD8	-0.025	NA	NA	NA	NA	NA	FALSE	FALSE
OR8D1	CD8	1.079	NA	NA	NA	NA	NA	FALSE	FALSE
OR8D2	CD8	-0.648	NA	NA	NA	NA	NA	FALSE	FALSE
OR8D4	CD8	0.182	NA	NA	NA	NA	NA	FALSE	FALSE
OR8G1	CD8	0.508	NA	NA	NA	NA	NA	FALSE	FALSE
OR8G5	CD8	1.02	NA	NA	NA	NA	NA	FALSE	FALSE
OR8H1	CD8	0.914	NA	NA	NA	NA	NA	FALSE	FALSE
OR8H2	CD8	0.385	NA	NA	NA	NA	NA	FALSE	FALSE
OR8H3	CD8	2.058	NA	NA	NA	NA	NA	FALSE	FALSE
OR8I2	CD8	1.015	NA	NA	NA	NA	NA	FALSE	FALSE
OR8J1	CD8	2.013	NA	NA	NA	NA	NA	FALSE	FALSE
OR8J3	CD8	0.944	NA	NA	NA	NA	NA	FALSE	FALSE
OR8K1	CD8	1.019	NA	NA	NA	NA	NA	FALSE	FALSE
OR8K3	CD8	0.98	NA	NA	NA	NA	NA	FALSE	FALSE
OR8K5	CD8	0.424	NA	NA	NA	NA	NA	FALSE	FALSE
OR8S1	CD8	-0.729	0.917	NA	NA	NA	FALSE	FALSE	FALSE
OR8U1	CD8	0.517	NA	NA	NA	NA	NA	FALSE	FALSE
OR9A2	CD8	1.115	NA	NA	NA	NA	NA	FALSE	FALSE
OR9A4	CD8	1.562	NA	NA	NA	NA	NA	FALSE	FALSE
OR9G1	CD8	0.061	NA	NA	NA	NA	NA	FALSE	FALSE
OR9G4	CD8	0.01	NA	NA	NA	NA	NA	FALSE	FALSE
OR9I1	CD8	1.029	NA	NA	NA	NA	NA	FALSE	FALSE
OR9K2	CD8	0.173	NA	NA	NA	NA	NA	FALSE	FALSE
OR9Q1	CD8	0.503	NA	NA	NA	NA	NA	FALSE	FALSE
OR9Q2	CD8	1.077	NA	NA	NA	NA	NA	FALSE	FALSE
ORAI1	CD8	-0.313	0.934	0.056	1	FALSE	FALSE	FALSE	FALSE
ORAI2	CD8	-0.913	0.809	0.166	1	FALSE	FALSE	FALSE	FALSE
ORAI3	CD8	1.409	0.653	0.532	1	FALSE	FALSE	FALSE	FALSE
ORAOV1	CD8	-1.751	0.386	-0.006	1	FALSE	FALSE	FALSE	FALSE
ORC1	CD8	-1.781	0.671	0.611	NA	NA	FALSE	FALSE	FALSE
ORC2	CD8	-0.511	0.901	-0.389	0.896	FALSE	FALSE	FALSE	FALSE
ORC3	CD8	0.847	0.812	-0.375	1	FALSE	FALSE	FALSE	FALSE
ORC4	CD8	0.54	0.882	-0.34	0.983	FALSE	FALSE	FALSE	FALSE
ORC5	CD8	0.233	0.973	0.446	1	FALSE	FALSE	FALSE	FALSE
ORC6	CD8	1.405	0.674	-0.156	NA	NA	FALSE	FALSE	FALSE
ORM1	CD8	0.589	NA	NA	NA	NA	NA	FALSE	FALSE
ORM2	CD8	0.493	0.935	-1.297	NA	NA	FALSE	FALSE	FALSE
ORMDL1	CD8	1.226	0.579	0.241	0.944	FALSE	FALSE	FALSE	FALSE
ORMDL2	CD8	0.675	0.832	-0.545	0.415	FALSE	FALSE	FALSE	FALSE
ORMDL3	CD8	0.019	0.995	-0.01	1	FALSE	FALSE	FALSE	FALSE
OS9	CD8	-0.816	0.813	0.017	1	FALSE	FALSE	FALSE	FALSE
OSBP	CD8	-1.983	0.554	0.33	0.974	FALSE	FALSE	FALSE	FALSE
OSBP2	CD8	-2.156	0.458	1.32	NA	NA	FALSE	FALSE	FALSE
OSBPL10	CD8	-3.357	0.234	1.235	NA	NA	FALSE	FALSE	FALSE
OSBPL10-AS1	CD8	-0.693	NA	NA	NA	NA	NA	FALSE	FALSE
